CGPA,Internships,Projects,Certifications,Aptitude,Chances,PlacementStatus,Improvement
9.05,2,3,2,89,High,Placed,Maintain consistency
9.58,2,4,2,88,High,Placed,Maintain consistency
9.27,2,4,3,82,High,Placed,Maintain consistency
8.5,3,4,3,85,High,Placed,Maintain consistency
8.5,3,3,2,90,High,Placed,Maintain consistency
9.1,2,4,2,91,High,Placed,Maintain consistency
9.18,2,4,3,96,High,Placed,Maintain consistency
8.74,3,3,3,100,High,Placed,Maintain consistency
9.06,3,4,2,84,High,Placed,Maintain consistency
9.45,2,3,2,81,High,Placed,Maintain consistency
8.11,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.28,0,1,0,57,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.37,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.18,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.38,0,1,0,69,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.04,0,1,0,66,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.87,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.91,0,1,0,57,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.2,0,1,0,54,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.16,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.71,3,4,2,88,High,Placed,Improve CGPA
6.38,3,4,3,79,High,Placed,Improve CGPA
6.39,3,3,3,89,High,Placed,Improve CGPA
5.89,2,4,3,87,High,Placed,Improve CGPA
6.68,2,3,3,88,High,Placed,Improve CGPA
5.49,2,3,2,76,High,Placed,Improve CGPA
6.09,2,4,3,80,High,Placed,Improve CGPA
5.74,3,3,2,78,High,Placed,Improve CGPA
6.55,3,3,3,83,High,Placed,Improve CGPA
6.25,2,4,3,75,High,Placed,Improve CGPA
5.0,0,1,0,51,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.19,0,1,0,52,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.25,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.53,0,1,0,54,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.41,0,1,0,50,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.15,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.92,0,1,0,46,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.94,0,1,0,54,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.45,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.4,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.43,1,2,1,65,High,Placed,Maintain consistency
6.63,1,2,1,72,High,Placed,Maintain consistency
6.72,1,2,1,68,High,Placed,Maintain consistency
7.78,1,2,1,73,High,Placed,Maintain consistency
7.34,1,2,1,71,High,Placed,Maintain consistency
7.35,1,2,1,71,High,Placed,Maintain consistency
6.45,1,2,1,71,High,Placed,Maintain consistency
7.65,1,2,1,72,High,Placed,Maintain consistency
7.29,1,2,1,69,High,Placed,Maintain consistency
6.86,1,2,1,71,High,Placed,Maintain consistency
6.07,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.7,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.4,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.42,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.64,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.62,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.15,0,1,0,86,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.63,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.94,0,1,0,84,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.29,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.48,2,1,0,67,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.1,3,1,0,69,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.39,2,1,0,77,High,Placed,"Improve projects, Gain certifications"
7.23,3,1,0,69,High,Placed,"Improve projects, Gain certifications"
6.32,3,1,0,60,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.15,2,1,0,71,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.35,2,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.52,3,1,0,67,High,Placed,"Improve projects, Gain certifications"
6.52,2,1,0,56,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.25,3,1,0,61,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
9.4,2,3,2,85,High,Placed,Maintain consistency
9.63,2,4,2,88,High,Placed,Maintain consistency
9.05,2,4,3,86,High,Placed,Maintain consistency
8.72,3,4,3,87,High,Placed,Maintain consistency
8.63,3,3,2,95,High,Placed,Maintain consistency
9.57,2,4,2,100,High,Placed,Maintain consistency
8.99,2,4,3,95,High,Placed,Maintain consistency
8.94,3,3,3,95,High,Placed,Maintain consistency
9.21,3,4,2,85,High,Placed,Maintain consistency
9.27,2,3,2,90,High,Placed,Maintain consistency
7.77,0,1,0,65,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.56,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.34,0,1,0,63,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.24,0,1,0,55,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.54,0,1,0,64,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.13,0,1,0,66,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
9.16,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.63,0,1,0,61,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
7.84,0,1,0,55,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.3,0,1,0,61,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.79,3,4,2,92,High,Placed,Improve CGPA
6.27,3,4,3,76,High,Placed,Improve CGPA
5.69,3,3,3,87,High,Placed,Improve CGPA
5.68,2,4,3,94,High,Placed,Improve CGPA
5.99,2,3,3,83,High,Placed,Improve CGPA
5.77,2,3,2,82,High,Placed,Improve CGPA
5.99,2,4,3,83,High,Placed,Improve CGPA
5.51,3,3,2,71,High,Placed,Improve CGPA
6.01,3,3,3,83,High,Placed,Improve CGPA
6.2,2,4,3,72,High,Placed,Improve CGPA
5.09,0,1,0,55,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.5,0,1,0,48,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.47,0,1,0,57,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.74,0,1,0,50,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.45,0,1,0,48,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.0,0,1,0,62,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.83,0,1,0,48,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.35,0,1,0,54,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.15,0,1,0,55,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.28,0,1,0,60,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
7.0,1,2,1,62,High,Placed,Maintain consistency
6.54,1,2,1,74,High,Placed,Maintain consistency
6.84,1,2,1,69,High,Placed,Maintain consistency
7.45,1,2,1,66,High,Placed,Maintain consistency
7.08,1,2,1,65,High,Placed,Maintain consistency
7.4,1,2,1,70,High,Placed,Maintain consistency
6.91,1,2,1,68,High,Placed,Maintain consistency
7.53,1,2,1,70,High,Placed,Maintain consistency
7.2,1,2,1,68,High,Placed,Maintain consistency
6.49,1,2,1,66,High,Placed,Maintain consistency
6.33,0,1,0,96,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.36,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.1,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.68,0,1,0,87,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.06,0,1,0,100,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.45,0,1,0,96,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.48,0,1,0,86,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.72,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.54,0,1,0,85,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.41,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.31,2,1,0,74,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.13,3,1,0,66,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.38,2,1,0,77,High,Placed,"Improve projects, Gain certifications"
7.01,3,1,0,73,High,Placed,"Improve projects, Gain certifications"
6.1,3,1,0,59,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.02,2,1,0,67,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
5.91,2,1,0,61,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.28,3,1,0,70,High,Placed,"Improve projects, Gain certifications"
6.62,2,1,0,57,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.42,3,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
8.99,2,3,2,85,High,Placed,Maintain consistency
9.58,2,4,2,89,High,Placed,Maintain consistency
9.12,2,4,3,85,High,Placed,Maintain consistency
8.36,3,4,3,85,High,Placed,Maintain consistency
8.8,3,3,2,95,High,Placed,Maintain consistency
9.41,2,4,2,94,High,Placed,Maintain consistency
8.97,2,4,3,97,High,Placed,Maintain consistency
8.76,3,3,3,100,High,Placed,Maintain consistency
8.82,3,4,2,86,High,Placed,Maintain consistency
9.34,2,3,2,85,High,Placed,Maintain consistency
8.2,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.35,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.11,0,1,0,66,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.21,0,1,0,57,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.11,0,1,0,61,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.02,0,1,0,69,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.71,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.74,0,1,0,53,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.19,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.14,0,1,0,64,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.76,3,4,2,88,High,Placed,Improve CGPA
6.27,3,4,3,76,High,Placed,Improve CGPA
6.05,3,3,3,84,High,Placed,Improve CGPA
5.52,2,4,3,86,High,Placed,Improve CGPA
6.13,2,3,3,91,High,Placed,Improve CGPA
5.79,2,3,2,78,High,Placed,Improve CGPA
6.02,2,4,3,87,High,Placed,Improve CGPA
5.5,3,3,2,73,High,Placed,Improve CGPA
6.13,3,3,3,84,High,Placed,Improve CGPA
6.56,2,4,3,80,High,Placed,Improve CGPA
5.0,0,1,0,48,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.42,0,1,0,56,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.54,0,1,0,53,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.75,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.41,0,1,0,47,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.0,0,1,0,58,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.52,0,1,0,44,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.57,0,1,0,60,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.31,0,1,0,53,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.34,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.74,1,2,1,69,High,Placed,Maintain consistency
6.2,1,2,1,67,High,Placed,Maintain consistency
6.97,1,2,1,71,High,Placed,Maintain consistency
7.17,1,2,1,73,High,Placed,Maintain consistency
6.97,1,2,1,70,High,Placed,Maintain consistency
7.45,1,2,1,68,High,Placed,Maintain consistency
6.62,1,2,1,68,High,Placed,Maintain consistency
7.3,1,2,1,70,High,Placed,Maintain consistency
7.51,1,2,1,69,High,Placed,Maintain consistency
6.49,1,2,1,66,High,Placed,Maintain consistency
6.56,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.59,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.51,0,1,0,86,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.7,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.24,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.34,0,1,0,97,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.48,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.62,0,1,0,92,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.99,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.07,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.36,2,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.29,3,1,0,71,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.93,2,1,0,70,High,Placed,"Improve projects, Gain certifications"
7.02,3,1,0,73,High,Placed,"Improve projects, Gain certifications"
6.32,3,1,0,57,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.22,2,1,0,71,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
5.94,2,1,0,59,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.41,3,1,0,69,High,Placed,"Improve projects, Gain certifications"
6.36,2,1,0,58,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.16,3,1,0,68,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
9.05,2,3,2,89,High,Placed,Maintain consistency
9.7,2,4,2,91,High,Placed,Maintain consistency
9.27,2,4,3,79,High,Placed,Maintain consistency
8.46,3,4,3,86,High,Placed,Maintain consistency
8.74,3,3,2,92,High,Placed,Maintain consistency
9.22,2,4,2,100,High,Placed,Maintain consistency
8.77,2,4,3,92,High,Placed,Maintain consistency
8.6,3,3,3,94,High,Placed,Maintain consistency
8.63,3,4,2,85,High,Placed,Maintain consistency
9.55,2,3,2,81,High,Placed,Maintain consistency
8.01,0,1,0,64,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.31,0,1,0,54,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.46,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.06,0,1,0,54,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.41,0,1,0,68,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
7.68,0,1,0,68,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.88,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
